month,income,rent,food,travel,entertainment,savings,expenses
11,58562,13179,4471,1947,3946,4090,23543
10,23574,15631,7014,1158,2640,4823,26443
3,40169,19663,6260,3619,2844,4529,32386
6,79858,6238,7545,2908,3969,9544,20660
10,41604,10983,5044,2347,3872,6173,22246
10,44134,7794,5883,4164,2590,3059,20431
12,69069,15606,4940,2271,2102,9550,24919
9,43202,15321,7161,3717,1679,8959,27878
1,20684,16045,3820,4212,2251,7293,26328
5,57001,16061,4802,1910,1437,9071,24210
4,69729,18387,5795,4070,1945,2646,30197
8,65765,8598,4463,3451,2283,3353,18795
11,28007,8803,5371,4803,3823,4699,22800
12,69379,6526,2335,1403,3723,7174,13987
1,55096,12909,3924,2841,1009,2763,20683
9,71883,6969,6976,3648,1157,6071,18750
6,61787,14143,7549,2690,3915,4326,28297
4,69582,6502,7067,4485,3831,2458,21885
12,29255,9467,5860,2463,2181,2691,19971
9,52262,16528,4788,2256,3367,4572,26939
11,38093,11407,6125,1192,2225,9883,20949
5,25782,13301,5606,2122,1120,7574,22149
5,21234,17178,3540,2974,3186,7940,26878
12,77645,7354,2574,4184,1673,9742,15785
5,57973,10319,2220,2642,3027,4539,18208
1,54188,5225,6922,4607,2283,6169,19037
1,51996,19520,4013,4352,2456,7574,30341
8,49204,8011,4641,1999,1043,2818,15694
12,37152,9126,7613,2739,1815,8073,21293
8,75186,5613,2753,1522,2378,6250,12266
12,62364,19082,7372,1349,1097,2518,28900
6,45019,5098,7683,3363,2894,6470,19038
12,39488,10458,3020,2740,3286,9473,19504
11,57123,14002,3488,3990,1474,5991,22954
4,39689,10916,3961,2944,3571,2342,21392
2,70690,8337,7958,4571,3604,8808,24470
2,48506,7699,5483,2560,2415,8187,18157
9,37715,18101,2437,3960,1008,6643,25506
5,77320,10917,2478,1651,2536,9608,17582
4,76091,12517,2782,1634,2412,7216,19345
10,61029,6019,7103,4058,2862,8308,20042
1,33765,8025,6167,4507,2233,4793,20932
7,41942,8528,6677,4594,1615,5174,21414
3,58712,8886,2219,2801,3199,6531,17105
6,59894,11231,3027,1592,3457,9548,19307
5,69632,10182,2289,3491,1009,8590,16971
5,58031,18209,2379,4893,1551,7126,27032
11,40478,18698,5973,3668,3603,9261,31942
5,42551,10578,4851,2231,1879,2443,19539
1,68068,11729,3378,4902,1267,6574,21276
1,48072,11961,3958,1755,3714,5704,21388
3,55561,16171,4127,2299,1450,3900,24047
12,22892,18947,2065,1496,3641,3517,26149
10,53966,16532,4183,1772,3445,6132,25932
4,44395,11013,6494,4368,3968,3556,25843
5,38756,5796,5774,3421,2391,2097,17382
2,71044,6957,6442,2598,2082,4861,18079
8,42174,8066,5919,1183,1293,3044,16461
11,54651,18300,2777,1031,3835,7351,25943
11,74619,16212,4566,1282,1951,2467,24011
2,20797,7680,3903,1835,1868,2353,15286
9,28209,9441,4761,3920,1109,2071,19231
2,61003,18011,5851,2455,2565,3375,28882
9,69306,7948,2078,4590,3154,3075,17770
7,41346,8731,3581,1685,2012,3245,16009
8,68025,6101,7874,1461,3344,3023,18780
11,48024,10484,4162,1870,3886,3820,20402
2,49414,14229,2985,4031,2854,9492,24099
7,73232,9231,3485,1367,2988,2989,17071
12,60818,18615,7745,3705,1844,6555,31909
6,25947,19732,7721,4323,2707,7286,34483
4,29617,13983,4620,1165,3126,7402,22894
7,40704,17366,2964,4686,3007,4548,28023
4,48702,14970,4547,4047,2273,6812,25837
2,21892,17992,2828,2728,3777,6462,27325
10,49754,5981,5173,4600,1338,5721,17092
12,78241,18729,4673,1601,3104,5107,28107
7,23424,14457,7293,4442,3967,6702,30159
8,62218,10170,3718,4669,1146,4575,19703
2,33418,13935,4432,4174,1745,5046,24286
5,49886,7431,3228,3641,2040,2748,16340
1,54783,13566,4410,3173,3415,3699,24564
7,43057,14945,5778,1037,3756,2601,25516
8,75184,11349,3840,1347,2212,6715,18748
6,24833,8897,2497,2236,3295,9763,16925
5,29894,15728,2536,4390,3197,2254,25851
6,68710,12548,5305,3021,1713,4977,22587
2,61833,6991,3164,3784,3264,4724,17203
1,20565,7928,3971,1733,3717,7319,17349
7,60180,10430,5527,1425,3908,2835,21290
7,38402,8446,2299,2270,2610,3850,15625
10,62845,11775,4386,1647,2418,6764,20226
11,30315,13783,6398,3333,2786,5102,26300
10,32834,10161,5963,4302,1303,5649,21729
2,22314,17820,6687,1319,2581,8744,28407
2,57180,7569,6171,1511,3450,4533,18701
1,23883,7872,5859,4592,2877,4306,21200
10,64152,14368,2913,3272,3907,6348,24460
8,30051,6335,6875,3553,1379,2493,18142
8,60984,10413,5695,4896,3499,5305,24503
1,31695,17885,2920,4178,1693,3130,26676
12,43123,5112,3523,2722,2618,7700,13975
11,78481,8772,3749,2756,3192,8933,18469
8,27902,18423,5617,4678,1049,6431,29767
9,65955,10294,4700,4778,2447,5784,22219
4,37573,15037,3005,2777,3390,4100,24209
1,76308,18613,3701,3789,3929,6015,30032
1,49374,6987,5302,4402,2755,6040,19446
3,76494,18827,2803,4076,3937,3776,29643
5,32288,9829,7147,4934,2879,3867,24789
5,66978,6985,5366,3515,3809,4734,19675
9,26884,16484,4892,2539,1847,9209,25762
10,72309,16434,5498,4847,3971,5331,30750
12,30559,19653,6967,1937,2195,5440,30752
2,74672,10091,5162,1764,2512,2209,19529
2,38125,19548,2114,3210,2382,9633,27254
6,23688,5252,5329,1652,3236,5113,15469
9,43869,13315,6468,3948,2552,7108,26283
1,66882,14428,6945,3855,3457,7472,28685
9,58137,5623,4137,4602,1226,4729,15588
9,74796,8156,6852,3129,2807,6989,20944
9,64706,18827,7417,1480,1212,7378,28936
5,78241,16328,2030,4964,1418,6069,24740
9,24023,8389,7948,1515,2875,6432,20727
11,68750,8417,3805,2663,1918,8859,16803
4,37100,14847,5569,1186,1776,7514,23378
2,56735,14458,3436,1145,2553,8992,21592
6,27423,7945,6785,2005,3268,6770,20003
4,59218,14352,7310,1151,1175,6200,23988
6,32213,15486,5428,2386,3631,5761,26931
3,55983,13632,2456,1092,2345,6798,19525
6,76977,7092,2448,4102,1534,3147,15176
2,53158,7705,2067,2849,3772,5781,16393
2,48460,8759,6089,3587,2417,9266,20852
9,79043,10112,3862,3696,2829,8149,20499
7,72189,5553,3802,1601,2663,8943,13619
3,51017,9904,7901,1048,1323,3290,20176
11,53000,18258,6969,2902,1084,5114,29213
1,46502,6112,6562,4329,1886,5878,18889
8,50990,7777,5431,4589,1111,4700,18908
6,39515,12097,2127,3588,3675,7388,21487
7,49991,15025,7895,4481,1948,8694,29349
9,27634,6314,6828,3203,3797,9085,20142
5,31498,8493,5825,1774,2421,2673,18513
1,30916,16330,3267,1545,1051,7314,22193
12,49377,18562,6010,2463,3131,4975,30166
10,53001,16304,3042,2260,3759,4371,25365
7,21391,13290,7515,1649,3778,8759,26232
5,63852,12473,5738,4439,1740,2756,24390
3,62215,12015,2367,4048,3876,7184,22306
12,34184,17117,4604,3023,1424,6296,26168
9,47114,14671,4640,2080,2044,6337,23435
1,31882,10710,6907,1174,2711,9174,21502
1,67606,17588,2058,2237,1055,9386,22938
1,37273,6222,6256,3074,3859,8146,19411
3,60670,18970,2102,4878,1806,4901,27756
12,65647,9583,6941,2941,1654,3487,21119
6,37129,10520,6507,2142,2006,2967,21175
10,62679,12872,2785,1146,1907,5012,18710
11,20427,14196,6278,1867,1007,4352,23348
3,51416,13668,5945,3312,3171,6409,26096
8,20731,18433,4446,4474,2781,8621,30134
10,20799,10431,2956,3305,2124,4843,18816
2,75659,14327,4702,2883,1989,2882,23901
9,48873,16048,2436,4260,3882,9578,26626
3,27025,6705,4365,3874,3813,2497,18757
5,34481,5517,7935,1742,2103,7653,17297
10,45411,6220,6701,2522,3078,9773,18521
8,51358,7506,7566,1709,1377,5428,18158
2,60392,9325,2496,4310,3377,8214,19508
6,77478,14383,3366,2350,2949,3905,23048
12,34961,17072,4865,2093,2322,9901,26352
5,41767,19343,3851,2952,1281,9180,27427
10,75359,16435,3022,4835,2035,8549,26327
9,71690,15169,5130,4776,1638,8090,26713
12,72870,10479,4844,4096,3919,3540,23338
5,61000,15434,7868,2605,3746,9189,29653
2,56135,12436,3489,4227,1068,3998,21220
5,41392,8090,7415,2681,3888,9038,22074
12,33262,11497,4334,2854,2838,3332,21523
4,25229,15079,6432,3266,3070,5366,27847
11,43772,10168,5389,1560,1336,3572,18453
7,38799,17751,2202,4450,3474,8174,27877
6,66515,19691,2230,1891,3892,9229,27704
2,43555,11993,5634,4265,3256,7340,25148
12,46616,5973,5128,4111,1214,9526,16426
11,39333,10277,4691,1596,1634,5664,18198
11,24261,13257,5491,3390,1422,5454,23560
5,74297,11092,4962,3550,3120,5816,22724
7,23466,7906,4327,1449,3870,7637,17552
11,66553,5570,6904,3383,1785,7736,17642
7,23088,17084,7424,3051,1937,3360,29496
5,65783,5307,6561,2825,2771,8305,17464
12,21115,16600,4784,3806,2689,7974,27879
9,24578,8742,7293,3564,2297,2563,21896
4,22590,13974,2803,4568,2256,8301,23601
11,27372,17408,6361,2249,3336,8156,29354
3,23573,5765,7766,2173,3602,7305,19306
4,22978,16667,5723,3285,1438,2733,27113
5,63407,13964,4901,2683,2337,2752,23885
6,29422,12814,2175,3150,2533,4356,20672
3,63626,17049,3444,2198,2417,6243,25108
2,43697,12735,6003,2009,3075,8021,23822
4,76174,19431,7691,4532,1269,7116,32923
5,50820,16377,5532,2771,2490,7174,27170
4,57743,18274,6349,4105,2945,4974,31673
11,24925,19297,3543,2707,3121,8714,28668
12,77199,13036,6998,3565,2680,5986,26279
3,77242,12596,4154,1439,1673,7829,19862
8,49430,5539,7290,2308,3293,9777,18430
10,48834,12985,4105,3272,1409,4715,21771
4,44435,7049,7456,3612,3545,3785,21662
2,41676,8283,5413,4328,2441,6787,20465
2,75797,9675,5361,3030,3258,8653,21324
1,63554,6663,6179,4130,1791,4633,18763
4,74555,11476,3140,2967,2246,9740,19829
10,39814,14239,6807,1245,1359,9080,23650
9,34716,17028,7653,2542,1581,4092,28804
11,47528,8439,3761,2237,2043,9814,16480
7,21995,13697,3940,3975,1422,7841,23034
12,42414,12143,3806,2613,1120,8229,19682
10,33844,8247,6996,2724,3220,3805,21187
7,56659,8500,5173,1952,1033,5363,16658
7,35522,6910,2656,3866,3965,6359,17397
8,59913,5732,4503,3263,1070,9435,14568
1,28498,8513,2658,4474,1544,5055,17189
10,62322,14763,4838,1282,3821,3248,24704
10,22102,9609,6946,4902,3831,2215,25288
8,55798,16134,6236,4644,1967,5945,28981
4,28524,9456,4453,3620,1534,6326,19063
4,50846,15513,3054,4286,1013,3725,23866
4,28107,19512,7597,3429,2329,4701,32867
6,69394,8335,5041,4116,1270,3200,18762
7,38268,17814,6003,2940,2796,5634,29553
6,67703,13168,4338,1171,2517,8845,21194
1,44399,12056,2110,2244,2583,3540,18993
12,29624,17566,7187,4456,1462,7842,30671
8,47126,7753,3718,2118,1522,6802,15111
10,43131,6372,6291,2882,3817,2512,19362
11,77646,19234,2125,3091,1854,9271,26304
7,68591,14636,2261,3275,3839,7992,24011
6,40714,8376,4934,3621,3045,7220,19976
6,60631,19399,7019,3364,1442,5711,31224
5,55877,13481,7917,3778,3298,5936,28474
6,38570,15257,4202,4406,3207,4352,27072
12,32482,5063,3604,1600,3083,5832,13350
9,54318,8945,6203,3671,3927,8032,22746
10,79136,5329,4082,4790,2221,8088,16422
9,53414,19181,5942,3023,3440,6446,31586
10,75296,9858,2654,1466,2227,2802,16205
8,41040,6963,7093,4950,3091,6546,22097
10,33407,8088,4463,4889,3362,7388,20802
9,78056,15682,2284,2738,1407,9539,22111
10,65468,5140,7566,1296,1894,9076,15896
8,53305,18619,4565,3592,3253,9205,30029
8,34166,9539,5801,3536,2264,2901,21140
1,26572,19831,2026,2019,3088,8905,26964
10,53002,7473,4274,3262,3635,8876,18644
11,46972,10594,5867,2547,3010,6158,22018
5,66835,8903,5972,4073,3761,3788,22709
4,62464,10364,3591,2898,2386,6600,19239
2,66918,5449,7487,1660,1897,9088,16493
8,42923,15017,5381,1653,1094,4312,23145
3,70526,9446,6943,1801,1539,3699,19729
4,21909,9694,3128,4278,3106,8678,20206
12,78259,9806,6113,1340,3901,5150,21160
7,64918,5869,4136,1703,1508,7749,13216
10,76370,11079,2156,3454,3560,3208,20249
9,52848,18472,3289,1852,3846,4993,27459
2,22083,12307,4181,1305,2045,4542,19838
3,66146,16756,4511,4578,1737,3594,27582
4,67985,8659,7720,2933,2227,5441,21539
10,70842,8602,3771,4540,3746,9046,20659
1,37140,13584,3155,2787,3934,3838,23460
7,22670,14033,4788,4787,1470,6859,25078
2,56519,7448,7153,1873,1283,5672,17757
5,64512,19385,4976,2581,1371,9908,28313
1,77811,15983,7251,4957,2521,4902,30712
3,58029,18606,5499,1494,3902,8474,29501
12,34691,12592,4913,4332,3176,9607,25013
2,59620,7953,2203,3625,2403,9405,16184
1,54262,10131,3822,2685,1506,9047,18144
7,74892,6358,3359,2605,2118,4339,14440
5,45595,14182,7057,4435,1577,6521,27251
1,77207,14230,4544,2537,2200,4342,23511
6,70053,13219,2441,3588,3520,6928,22768
5,53440,5387,3315,3815,2007,2499,14524
3,28630,18603,6037,4644,1667,5627,30951
12,51250,5832,3148,2635,2446,2844,14061
7,48798,13441,7782,1895,2907,5663,26025
11,63036,15219,6966,3502,3367,9853,29054
10,53212,14720,3198,2167,3105,8796,23190
9,61925,9193,7611,4263,1272,3060,22339
9,31982,6838,4916,4936,2221,7645,18911
9,28655,14552,5885,4424,1040,4681,25901
2,38582,18350,6175,4853,1737,3420,31115
3,55055,16301,4859,3346,2796,2749,27302
7,64725,14515,4962,4531,2268,8539,26276
5,24008,15418,7424,3474,1708,7686,28024
2,64464,16872,3367,2861,3283,3947,26383
3,61872,5891,6665,4894,1125,3045,18575
10,20496,10588,7210,3763,1777,5411,23338
6,54231,6305,4909,1756,1835,6590,14805
7,43212,10283,4216,1030,3187,5474,18716
9,40637,9548,5405,3379,1878,3226,20210
1,65227,9192,5059,2993,1393,4973,18637
11,36877,11452,4283,4482,1827,7045,22044
7,74217,13453,6494,3099,3174,3369,26220
8,74582,7340,2820,4455,2943,3038,17558
12,37810,6793,5060,1242,1836,7149,14931
3,29884,15488,4524,3822,1524,9196,25358
4,70945,15484,6940,1685,2251,3787,26360
10,22723,11394,4632,2635,1145,8303,19806
6,69810,15362,4662,2440,1734,3652,24198
10,24761,5324,4825,2498,3775,8813,16422
7,27630,14177,7372,2415,2923,6715,26887
4,36375,12848,6453,2412,1168,6722,22881
8,61509,13114,5129,1572,2561,6367,22376
5,45218,11644,6014,2991,2148,2419,22797
1,50565,9782,7518,3919,1299,8143,22518
4,57118,17044,6616,3747,1937,4897,29344
3,52975,14931,6488,4540,1521,6584,27480
9,47073,15052,3666,2431,3152,8319,24301
8,24190,8137,5400,3566,1617,5302,18720
1,21883,8898,7491,2212,1968,2795,20569
11,22886,5835,5582,3642,2717,7437,17776
6,69629,9154,4200,4422,2935,4809,20711
9,28953,7778,2892,3330,1505,2466,15505
7,28381,18809,5950,2659,1301,6535,28719
4,43238,14588,2983,4228,1652,9223,23451
1,33795,11409,2582,1598,1063,3354,16652
12,50428,14868,6115,3195,3637,2272,27815
2,69907,17523,4640,1069,3279,4749,26511
12,29638,9313,3973,2393,2622,7140,18301
5,24931,10646,5417,4659,1318,8308,22040
12,62623,15029,6114,2649,2681,7611,26473
11,58492,12608,4415,2538,1828,9026,21389
5,46411,8721,7738,3281,1091,5489,20831
8,65188,18717,2888,3726,1960,5868,27291
6,40534,12911,3883,4682,1063,5651,22539
8,56828,16864,6821,3683,1843,9135,29211
2,49181,16214,5822,1466,1218,2955,24720
3,57533,17876,2146,1556,1703,7386,23281
6,39996,6671,3716,1893,1618,9897,13898
12,26553,5916,7623,1835,2932,5409,18306
10,60146,10588,4477,2310,1246,3919,18621
3,38073,14109,6943,1617,1963,4932,24632
6,70468,14325,3463,2317,2496,9775,22601
6,27130,11496,4245,2504,2013,2187,20258
2,49405,6836,3310,1133,1056,7594,12335
7,55954,7138,6660,1007,2068,2207,16873
12,25789,9007,2368,3075,2109,2073,16559
2,48930,6905,3263,1782,3028,8817,14978
6,68890,8989,4849,4806,2061,6768,20705
1,37529,8485,7406,4591,3229,9561,23711
3,73546,9797,4747,2333,3211,8633,20088
2,27942,15312,4565,4717,1756,4619,26350
7,27548,7732,3818,1540,2858,3049,15948
4,69712,12714,3887,3674,2912,6969,23187
8,38296,15961,5783,4565,1125,9704,27434
6,71016,6321,2059,2057,1266,7889,11703
12,52244,16908,2544,3054,3401,3881,25907
10,20296,8354,5064,3087,2622,2514,19127
4,22409,14720,7363,4401,2680,7919,29164
5,79980,18509,7803,1908,2531,5328,30751
9,76782,12101,3230,3109,3006,2279,21446
7,54229,18343,7141,4157,1609,8961,31250
10,50846,9743,2558,4796,1468,4986,18565
9,73444,13951,3512,4187,1800,6855,23450
7,55036,12014,2669,4648,1132,2555,20463
12,70146,8412,2257,2320,3896,7152,16885
1,59322,12825,3070,3426,2019,9461,21340
12,69159,6357,3050,4753,1317,9791,15477
8,47167,15382,6038,4699,2600,5379,28719
4,71667,19057,7146,1321,1710,2290,29234
3,48991,8481,6022,4699,1450,6880,20652
7,37801,14140,2144,1732,2881,4873,20897
12,71468,19379,4634,2418,2743,9471,29174
3,27358,15271,4569,2380,2323,9210,24543
8,73084,6766,2800,4633,3680,9983,17879
6,42588,13219,3485,3886,1141,9723,21731
5,37671,12163,5748,3466,2497,9968,23874
4,37502,7470,4429,4549,3906,5018,20354
8,45128,15730,4823,2359,1568,3622,24480
8,51645,5159,2672,4662,3351,6837,15844
12,27637,7892,5974,3067,3704,5551,20637
1,20660,10326,5489,3459,2579,6178,21853
9,61675,9113,6422,2914,3691,5275,22140
5,26922,18414,3414,1548,3640,4011,27016
4,48161,12749,5368,2282,2888,4689,23287
6,64721,12798,6725,1604,1029,7257,22156
6,77256,16914,5894,2722,2266,2082,27796
2,75489,19567,5846,3404,1694,5995,30511
8,71681,16923,4028,3248,1157,7806,25356
7,23970,15663,3194,4482,3193,2647,26532
1,23407,9999,4024,4359,1339,8762,19721
5,78802,18042,3357,4119,3913,6246,29431
12,47843,6570,7645,3812,2768,7039,20795
6,29046,14028,4810,2581,1091,5692,22510
4,43800,18181,2568,4441,1328,3757,26518
2,34547,17130,3945,3278,1171,6955,25524
4,57528,15478,2346,4166,3749,8462,25739
1,51389,8405,2407,3350,1620,7964,15782
7,71049,19484,6228,4289,3319,9414,33320
2,50346,15862,5753,4623,2118,9204,28356
2,42748,10527,2613,3434,1988,5339,18562
9,77616,17304,2105,1714,1076,5657,22199
5,66233,19561,4218,4699,3198,6210,31676
2,56855,17939,5799,1924,1141,5152,26803
11,45848,18967,6357,4162,1230,8848,30716
9,73526,17547,5913,1057,2793,2725,27310
9,27607,10848,2493,1433,2931,7646,17705
1,56787,11817,7570,3569,1953,9503,24909
11,53583,6627,5868,3815,3175,3107,19485
3,32563,11143,6385,3876,3907,6982,25311
4,66060,19509,5334,2784,2759,4825,30386
7,76407,15058,5920,1482,3743,6905,26203
10,68926,13396,3868,1366,3544,4201,22174
4,53690,11558,7433,1888,2828,3840,23707
2,65697,16771,3438,2852,3857,6348,26918
7,49176,10272,3352,4478,2553,8645,20655
6,34925,16366,2044,4589,3178,4495,26177
3,41251,12881,6910,2354,2484,7392,24629
6,37648,13983,4380,2723,1268,9073,22354
11,40108,17284,6560,2258,3665,5944,29767
6,30979,18428,2199,3930,1961,2824,26518
12,22722,8747,6424,1410,2594,8997,19175
5,25355,14297,4287,3230,2627,6602,24441
4,66069,19853,6893,4358,2967,8275,34071
10,48799,19145,6797,4194,2074,3734,32210
12,55318,14282,4630,3205,2702,9492,24819
1,74471,6607,4768,4394,3856,2350,19625
10,52705,15031,4407,3060,2028,7202,24526
6,63909,10074,7497,4898,1647,8083,24116
2,43070,12153,5791,3613,1737,6913,23294
3,70825,16589,5293,3919,3549,4173,29350
8,73739,11733,4846,2812,2207,5285,21598
10,31284,5066,5311,3602,3456,2834,17435
6,41737,13000,4551,2802,2459,9894,22812
3,43241,17971,3437,4692,1819,3987,27919
7,47414,12645,2126,4906,1902,5821,21579
4,70818,14470,7606,1677,3236,5671,26989
9,40895,9158,3620,3910,2503,6991,19191
5,46771,14005,5319,4991,1980,5002,26295
3,75324,5402,2481,1617,3862,4509,13362
2,21384,12925,7431,4634,1382,4672,26372
11,73555,19527,6378,3251,3897,8248,33053
2,73106,15194,4121,4004,2345,5442,25664
3,42689,18640,5135,3349,2466,6158,29590
2,47475,9166,4820,4114,1489,9106,19589
4,28252,7925,4371,1794,2156,6846,16246
2,50844,7993,2238,3644,1425,9636,15300
10,50151,14278,3420,1728,3297,6121,22723
9,60006,17532,2340,2693,2982,9807,25547
2,43365,15758,5350,2885,2585,6096,26578
9,26026,17680,4993,3553,2445,8237,28671
6,52767,5771,6987,1638,2499,9026,16895
1,48523,16864,3486,1190,3731,8595,25271
4,75761,16440,6557,2801,2407,3937,28205
1,30482,12371,6075,1898,3366,9179,23710
6,66569,14861,7412,2996,2019,7797,27288
4,68888,10713,6893,3107,3272,2297,23985
3,68348,13167,2732,4866,1422,9587,22187
3,61432,6556,5478,2489,3955,9951,18478
9,70110,16150,2161,2402,2214,8080,22927
6,45108,6151,4495,2452,2800,9746,15898
9,20493,10314,7574,3109,2779,9334,23776
5,76194,6217,7105,2943,3126,4301,19391
2,36465,15423,2131,3349,1854,5938,22757
8,59767,17534,3857,1637,1364,9932,24392
5,49550,8944,3242,1998,3069,9925,17253
2,33833,13039,5488,3219,1547,3594,23293
4,22970,7042,2671,2528,3377,5365,15618
9,52779,19659,2504,1062,3103,5215,26328
4,49958,11303,4156,3819,2271,6304,21549
12,76976,13897,3261,1015,1924,5297,20097
12,68319,7669,2292,3738,1260,3481,14959
12,37145,7113,5650,1841,1434,7002,16038
4,55953,7977,6923,4951,3585,6379,23436
2,69177,17541,6282,2124,1534,5674,27481
12,21806,9378,3059,4247,1380,9653,18064
6,75803,12227,4303,2216,3150,5182,21896
11,25664,11261,7554,2996,1028,9919,22839
2,48900,5422,7738,4884,2506,6445,20550
12,34126,19891,7127,1898,2071,7452,30987
7,65662,15213,4795,4344,2390,5151,26742
3,25154,16985,3201,2490,1546,9553,24222
3,42208,17323,5313,3980,1326,9571,27942
5,33767,13722,4088,4844,3313,5787,25967
3,40043,5090,5428,3222,2751,8108,16491
2,67994,8372,4160,2257,1728,3773,16517
10,21525,11036,6949,4883,1218,3351,24086
9,53528,6942,2718,4287,1125,3317,15072
2,36978,8805,3846,2514,1881,7613,17046
11,76344,14432,2877,1416,2402,6279,21127
2,66648,14950,5267,4830,1318,4030,26365
8,21055,5097,6497,2556,2328,2211,16478
9,30046,6479,2063,1450,2223,3274,12215
7,55851,9626,4699,3883,1084,9906,19292
3,35678,15024,4933,4826,2064,6262,26847
9,64876,15777,7544,2823,3770,5614,29914
3,72827,10147,2372,1279,2574,7967,16372
5,46624,8647,6027,1243,2386,5734,18303
9,62418,10443,2305,1674,2942,3185,17364
12,58725,5079,4514,3193,1361,9775,14147
3,25255,19898,2931,4138,3414,9440,30381
7,29411,10577,3990,1102,2204,2874,17873
12,73380,17901,5656,3357,2254,9703,29168
1,69112,7223,3415,4993,1987,7538,17618
4,73333,7569,2361,4708,2848,7749,17486
4,62459,14964,7383,1116,3635,6502,27098
7,70982,18768,4768,2495,3536,5463,29567
8,56163,9518,2715,1762,2257,4485,16252
1,53971,6123,3645,4392,2452,9254,16612
5,51235,19322,2542,4506,1830,6500,28200
7,39194,17003,3547,4441,3713,6370,28704
12,39476,16666,7758,3785,2317,7534,30526
4,23044,7623,4241,2723,2371,8705,16958
4,75223,6403,2651,3234,1875,5398,14163
4,60040,7578,3050,4659,1360,8255,16647
12,41057,5331,7165,1784,2898,6887,17178
6,23514,12485,6742,2492,1357,8445,23076
7,29990,17940,3852,4732,2406,2135,28930
2,58960,16800,5001,1706,3783,2332,27290
5,63535,5739,7177,3923,1063,3026,17902
4,69296,18400,5084,1795,2419,5233,27698
3,27507,18915,7044,1472,3228,3535,30659
7,24857,17798,7056,3603,3634,4124,32091
11,32118,13233,4096,4525,3236,4232,25090
12,70529,9980,2802,4517,2515,5957,19814
6,23146,8878,4654,1681,1579,4617,16792
7,46401,6949,3680,1093,3217,9647,14939
5,74176,8460,3607,1735,1321,7282,15123
6,69945,7128,5522,3837,2195,7140,18682
5,46177,9497,7498,3041,3331,9744,23367
7,58524,7154,4057,3085,3413,7697,17709
2,24414,10230,4721,3829,3158,2952,21938
11,37494,12444,6821,3529,3125,5369,25919
5,74824,6237,4563,4818,3300,8442,18918
6,40437,14958,7500,3158,3283,5353,28899
6,23937,15033,5612,2913,3140,3986,26698
5,56731,13697,2202,3457,2838,6567,22194
10,41326,10240,2941,4239,1221,8553,18641
7,58665,15033,2588,2589,1895,5463,22105
10,28974,9815,2570,3444,2513,8830,18342
8,67145,14586,5004,2150,2817,2164,24557
7,37500,5256,2195,3013,1984,3991,12448
5,68824,6720,3345,4858,2632,9249,17555
1,21750,19109,2417,1041,3890,4705,26457
5,79920,18241,3642,1040,3299,3739,26222
10,24027,12347,3365,4633,3043,6259,23388
2,64296,12076,2008,2510,3189,2103,19783
5,25745,6071,2531,4970,3358,9297,16930
5,41448,6622,6244,2694,2408,6691,17968
2,62447,18184,3552,4915,1581,6215,28232
5,48451,7066,3035,3446,2335,8402,15882
4,48207,14261,6571,3229,3393,3127,27454
1,25938,13642,3617,4252,1301,2363,22812
3,32150,5897,5716,4749,2787,3569,19149
1,33406,10175,3076,1743,3554,2368,18548
12,39781,18028,6301,3765,3294,5949,31388
11,77417,16920,6015,4938,3535,5757,31408
5,70511,13273,4962,3511,2947,7053,24693
4,78435,13928,6840,2073,3975,5397,26816
7,57621,9174,2912,2431,2372,7863,16889
5,38325,10781,6149,4472,1790,7304,23192
10,23148,8944,6070,4217,1911,8537,21142
4,48879,11426,7699,1297,2375,9511,22797
2,69011,18622,5561,3192,3201,8673,30576
4,27933,18284,7922,1015,2533,9584,29754
12,29436,15399,2343,4156,2952,7350,24850
2,37669,10435,3192,4287,3991,6230,21905
8,26474,17140,3932,4553,1594,4092,27219
3,67447,15194,7280,2075,2590,8767,27139
9,31228,14883,2702,4619,1061,3515,23265
4,53538,14371,7406,1106,3917,9068,26800
6,21843,7935,3898,1218,2165,2594,15216
10,20073,10833,5593,3982,1465,3445,21873
5,70812,15707,2198,3384,2172,5622,23461
10,36059,13088,5232,3968,3358,2765,25646
1,40733,18140,4822,1370,1815,8040,26147
9,76254,5461,6484,4045,3150,5216,19140
1,60768,16093,2473,3857,3075,3340,25498
8,45395,5116,7500,1253,1507,3586,15376
9,40202,10785,6860,2428,3181,8436,23254
9,33273,11507,3654,3627,1058,5650,19846
1,68889,14846,2591,3008,3117,6631,23562
2,53099,10830,3848,2722,2958,2633,20358
12,70573,19224,7191,3683,1184,8609,31282
1,27512,9561,7077,4101,3619,8192,24358
10,48231,14990,5041,3232,2497,6756,25760
2,43274,19519,2167,2312,2680,2458,26678
10,57699,13127,6379,4430,3215,8840,27151
12,79035,5659,7294,3521,1577,8905,18051
8,65510,16429,5270,1984,2147,4472,25830
5,42409,7122,6007,4636,2236,3680,20001
12,66194,17011,6010,4471,1181,6850,28673
11,73560,16535,7339,4760,1070,9020,29704
7,25113,19002,6986,4031,1555,3893,31574
2,61187,15742,5848,4204,1851,8804,27645
8,22881,18082,4181,3549,2218,4115,28030
11,65913,6586,3654,4574,2315,2508,17129
6,66324,9682,6217,3921,2080,2735,21900
8,39249,11799,2832,4148,2912,8353,21691
1,55343,15939,3021,1349,3730,4751,24039
1,32714,13826,3993,3107,2323,7419,23249
12,58953,11987,5492,2478,3365,4171,23322
